row,titleChunks,authorChunks,titleGND,title,completeWorks,ssFlag,authorFirstname,authorLastname,authorPseudonym,authorFullname,firstEditionPublisher,firstEditionPublicationYear,firstEditionPublicationPlace,secondEditionPublisher,secondEditionPublicationYear,secondEditionPublicationPlace,authorGND,authorGND2,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56
981,Done,Done,http://d-nb.info/992710510,Die Werktätigen der Welt verteidigen die Arbeiterklasse Deutschlands,,true,Hertha,Mueller,,Hertha Mueller,Mopr-Verlag,1934,"Zürich, Paris",Mopr-Verlag,1934,"Zürich, Paris",http://d-nb.info/gnd/116747692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,Done,Done,http://d-nb.info/573975949,Rassenkunde aus katholischer Schau,,false,F.,Helmich,,F. Helmich,Volksbund-Verlag,1936,Reichenberg,Volksbund-Verlag,1936,Reichenberg,http://d-nb.info/gnd/126716706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,Done,Done,http://d-nb.info/575239123,Nicht ich allein klage an,,false,,,,,Verlagsgen. ausländ. Arbeiter,1937,Moskau,Verlagsgen. ausländ. Arbeiter,1937,Moskau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,Done,Done,http://d-nb.info/575189533 ,Wie kann Friede und Gedeihen für Deutschland und Europa durch internationale Zusammenarbeit gesichert werden?,,false,Jakob,Muenter,,Jakob Muenter,Selbstverlag,1928,Heilbronn,Selbstverlag,1928,Heilbronn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,Done,Done,http://d-nb.info/575181230,Sebastian Permoser sucht sein Gedächtnis,,false,Ernst,Mueller-Ahremberg,,Ernst Mueller-Ahremberg,Herder,1933,Freiburg,Herder,1933,Freiburg,http://d-nb.info/gnd/12675098X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,Done,Done,http://d-nb.info/575754974 ,Johanna von Bismarck,,false,Joachim von,Reichel,,Joachim von Reichel,Keil Nachf.,1935,Berlin,Keil Nachf.,1935,Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,Done,Done,http://d-nb.info/576594733,Humanität und Staatsidee,,true,Karl,Sturzenegger,,Karl Sturzenegger,Vita Nova-Verlag,1938,Luzern,Vita Nova-Verlag,1938,Luzern,http://d-nb.info/gnd/109512995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,Done,Done,http://d-nb.info/57620000X,Humanität in Gefahr,,true,Gustav,Slekow,,Gustav Slekow,Stockum,1936,Haag,Stockum,1936,Haag,http://d-nb.info/gnd/126841942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,Done,Done,http://d-nb.info/573235805 ,Ego. Aus den Aufzeichnungen einer verirrten Leidenschaft,,false,Rudolf,Geyer,,Rudolf Geyer,Heros Verlag,1932,Wien,Heros Verlag,1932,Wien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,Done,Done,http://d-nb.info/572950187 ,Mann oder Frau?,,false,Elsbeth,Ebertin,,Elsbeth Ebertin,Dreizack-Verlag,1932,Altona,Dreizack-Verlag,1932,Altona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,Done,2,,Sämtliche Schriften,1,false,Jakob,Wassermann,,Jakob Wassermann,,,,,,,http://d-nb.info/gnd/118629387 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992,Done,2,,Sämtliche Schriften. Diotima: Schule der Liebe,4,false,Tibor,Diószeghy,,Tibor Diószeghy,Diederichs,1930,Jena,Diederichs,1930,Jena,http://d-nb.info/gnd/127570756 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993,Done,Done,http://d-nb.info/575897988,Der schwarze Spion,,false,,Miles,,,Heimat-Verlag,1937,Brixlegg,Heimat-Verlag,1937,Brixlegg,http://d-nb.info/gnd/118878050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,Done,Done,http://d-nb.info/574293841,Kampf und Aufbau!,,false,Gerhard,Kessler,,Gerhard Kessler,Meiner,1933,Leipzig,Meiner,1933,Leipzig,http://d-nb.info/gnd/116145331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995,Done,Done,http://d-nb.info/574414827,In den Klauen der Polizei,,true,Felix,Kon,,Felix Kon,Verlagsgen. ausländ. Arbeiter,1935,Moskau,Verlagsgen. ausländ. Arbeiter,1935,Moskau,http://d-nb.info/gnd/121330206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996,Done,Done,http://d-nb.info/364951567,Aussenseiter des Sexuallebens,,false,,,,,Renatus-Verlag,1931,Berlin,Renatus-Verlag,1931,Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,Done,Done,http://d-nb.info/36150747X,Weihnachtsfreude,,true,Hermann,Kutter,,Hermann Kutter,Orell Füssli,1914,Zürich,Orell Füssli,1914,Zürich,http://d-nb.info/gnd/118725653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,Done,Done,http://d-nb.info/993427790 ,Leben und Wohlstand der Bergarbeiter in der Sowjetunion,,true,Gustav,Sobottka,,Gustav Sobottka,Ed. Prométhée,1937,Strassburg,Ed. Prométhée,1937,Strassburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,Done,Done,http://d-nb.info/580609057,Verschüttete Volksseele,,false,Mathilde,Ludendorff,,Mathilde Ludendorff,Ludendorff-Verlag,1935,München,Ludendorff-Verlag,1935,München,http://d-nb.info/gnd/11857485X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,Done,Done,http://d-nb.info/574110135 ,"Reinhardt, Jessner, Piscator oder Klassikertod?",,false,Herbert,Ihering,,Herbert Ihering,Rowohlt,1929,Berlin,Rowohlt,1929,Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,Done,Done,http://d-nb.info/576859362,Ford oder Marx,,false,Jakob,Walcher,,Jakob Walcher,Neuer dt. Verlag,1925,Berlin,Neuer dt. Verlag,1925,Berlin,http://d-nb.info/gnd/120999277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,Done,Done,http://d-nb.info/576119539,Denker der Politik,,true,Theodor,Schwarz,,Theodor Schwarz,Rascher,1940,"Zürich, Leipzig",Rascher,1940,"Zürich, Leipzig",http://d-nb.info/gnd/100796451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,Done,Done,http://d-nb.info/575998628,Götter stürzen,,false,Felix,Scherret,,Felix Scherret,Urania-Verlag,1932,Jena,Urania-Verlag,1932,Jena,http://d-nb.info/gnd/133006417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,Done,Done,http://d-nb.info/560843682,Alaska Jim. Ein Held der kanadischen Polizei. Sämtl. Bände,,false,Willy Richard,Sachse,,Willy Richard Sachse,Verlagshaus Freya,1935,Heidenau,Verlagshaus Freya,1935,Heidenau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,Done,Done,http://d-nb.info/362776334,Dem größten König eigen,,true,Gottlob,Spoerri,,Gottlob Spoerri,Zwingli-Verlag = Zwingli-Bücherei. 13.,1940,Zürich,Zwingli-Verlag = Zwingli-Bücherei. 13.,1940,Zürich,http://d-nb.info/gnd/10750801X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,Done,Done,,,,false,,"Amman, Paul Schmidt- s. Schmidt-Amman.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,Done,Done,http://d-nb.info/99327384X,Sally Bleistift in Amerika,,true,Mary,Macmillan,,Mary Macmillan,Verlagsgen. ausländ. Arbeiter,1935,Moskau,Verlagsgen. ausländ. Arbeiter,1935,Moskau,http://d-nb.info/gnd/118570404,,http://d-nb.info/gnd/119376555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,Done,Done,http://d-nb.info/362579989,Franz Marc,,false,Alois,Schardt,,Alois Schardt,Rembrandt-Verlag,1936,Berlin,Rembrandt-Verlag,1936,Berlin,http://d-nb.info/gnd/127961704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,Done,Done,http://d-nb.info/576816604 ,"Vollendung, Die ~ des Fünfjahrplans in 4 Jahren. Reden u. Beschlüsse",,true,,,,,Verlagsgen. ausländ. Arbeiter,1932,Moskau,Verlagsgen. ausländ. Arbeiter,1932,Moskau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,Done,2,,Sämtliche Schriften,1,false,Ernst,Ottwalt,,Ernst Ottwalt,,,,,,,http://d-nb.info/gnd/11859091X ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,Done,Done,http://d-nb.info/573372071,Warum lässt Gott Kriege zu?,,false,Georg,Franzelius,,Georg Franzelius,Paulus-Verlag,1939,"Berlin-Rummelsburg, Bern",Paulus-Verlag,1939,"Berlin-Rummelsburg, Bern",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,Done,Done,http://d-nb.info/574891994,Geburtenregelung und Judentum,,false,Siegfried,Lichtenstaedter,,Siegfried Lichtenstaedter,Engel,1933,Leipzig,Engel,1933,Leipzig,http://d-nb.info/gnd/116985798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,Done,Done,http://d-nb.info/578462044 ,"Käthe, der Roman eines Dienstmädchens",,false,Gabryela,Zapolska,,Gabryela Zapolska,Osterheld,1924,Berlin,Osterheld,1924,Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,Done,2,,Sämtliche Schriften,1,false,Hermann,Greulich,,Hermann Greulich,,,,,,,http://d-nb.info/gnd/120865807 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,Done,Done,http://d-nb.info/36264330X,Die Hütte,,false,Peter,Schnur,,Peter Schnur,Malik-Verlag,1923,Berlin,Malik-Verlag,1923,Berlin,http://d-nb.info/gnd/1016757697,,http://d-nb.info/gnd/118873245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,Done,Done,http://d-nb.info/577478699,Liebe,,false,Helene,Stoecker,,Helene Stoecker,Rösl,1922,München,Rösl,1922,München,http://d-nb.info/gnd/118755455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,Done,Done,http://d-nb.info/576567299 ,Deutsch-Österreich oder Österreich?,,false,Oswald,Straub,,Oswald Straub,Selbstverlag,1934,Wien,Selbstverlag,1934,Wien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,Done,2,,Sämtliche Schriften,1,true,Bela,Balass,,Bela Balass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,Done,2,,Sämtliche Schriften,1,true,Hans von,Zwehl,,Hans von Zwehl,,,,,,,http://d-nb.info/gnd/133795012 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,Done,Done,http://d-nb.info/574323279,Die wunderbare Legierung,,true,W.,Kirschon,,W. Kirschon,Verlagsgen. ausländ. Arbeiter,1936,Moskau,Verlagsgen. ausländ. Arbeiter,1936,Moskau,http://d-nb.info/gnd/118946579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,Done,Done,http://d-nb.info/560382855 ,"Briefe, Magische ~. Brief 1—8",,false,,,,,Verlag der Freude,1925,Wolfenbüttel,Verlag der Freude,1925,Wolfenbüttel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,Done,Done,http://d-nb.info/579494772,"Mein Leib, meine Ware",,true,Fina,Mot,,Fina Mot,Sekreta,1934,Amsterdam,Sekreta,1934,Amsterdam,http://d-nb.info/gnd/108444163,,http://d-nb.info/gnd/127556737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,Done,Done,http://d-nb.info/362784582 ,Im Namen Gottes des Allmächtigen = Im Dienst unserer Heimat. H. 2.,,true,Ernst,Staehelin,,Ernst Staehelin,Zwingli-Verlag,1940,Zürich,Zwingli-Verlag,1940,Zürich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,Done,Done,http://d-nb.info/573055882,Die Dirne und der Staatsanwalt,,false,Max,Eulenberger,,Max Eulenberger,Gerthau-Verlag,1912,Dresden,Gerthau-Verlag,1912,Dresden,http://d-nb.info/gnd/126343373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,Done,Done,http://d-nb.info/576491780,"Stachanow, Alexej ~",,true,,,,,Verlagsgen. ausländ. Arbeiter,1936,Moskau,Verlagsgen. ausländ. Arbeiter,1936,Moskau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,Done,Done,http://d-nb.info/363089667,Poslednja primica w Tuchorju [Die letzte Primiz im Taucherwald],,false,Georg,Winger,,Georg Winger,Koło serbskich spisowaćelow,1936,Bautzen,Koło serbskich spisowaćelow,1936,Bautzen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,Done,Done,http://d-nb.info/57422095X,"Kampflieder, Internationale ~",,true,,,,,Dt. Staatsverlag,1935,Engels,Dt. Staatsverlag,1935,Engels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,Done,Done,http://d-nb.info/576724149,Silvio Gesell,,false,Benedikt,Uhlemayr,,Benedikt Uhlemayr,Zitzmann,1931,Lauf,Zitzmann,1931,Lauf,http://d-nb.info/gnd/126936315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,2,Done,,Grundzüge der Nationalökonomie,,false,C. A.,Schramm,,C. A. Schramm,Genossenschaftsbuchdruck,1876,Leipzig,Genossenschaftsbuchdruck,1876,Leipzig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,Done,Done,http://d-nb.info/573943702,Weltfriede und Arbeiterbewegung,,false,Edo,Fimmen,,Edo Fimmen,Dt. Friedensges.,1930,Berlin,Dt. Friedensges.,1930,Berlin,http://d-nb.info/gnd/122397754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,Done,Done,http://d-nb.info/579348520,Geschichte der erotischen Literatur,,false,Paul,Englisch,,Paul Englisch,Püttmann,1932,Berlin,Püttmann,1932,Berlin,http://d-nb.info/gnd/116504889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,Done,Done,http://d-nb.info/578615037,Geistige Wandlung von der Mechanik zur Metaphysik,,true,Walter,Schubart,,Walter Schubart,Vita Nova,1940,Luzern,Vita Nova,1940,Luzern,http://d-nb.info/gnd/129397954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,Done,Done,http://d-nb.info/363062483,Wüstenträumer,,false,Patrick,Weston,,Patrick Weston,Brand,1922,Berlin,Brand,1922,Berlin,http://d-nb.info/gnd/127983260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,2,Done,,Le Relèvement de l'Allemagne 1918-1938,,true,Albert,Rivaud,,Albert Rivaud,Ed. A. Colin,1938,Paris,Ed. A. Colin,1938,Paris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,Done,Done,http://d-nb.info/57845243X ,Hindenburg. Seine drei Leben,,false,Thomas Russell,Ybarra,,Thomas Russell Ybarra,Wolff,1932,Berlin,Wolff,1932,Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,2,Done,,Dnjeprogres in Betrieb,,true,,,,,Verlagsgen. ausländ. Arbeiter,1933,Moskau,Verlagsgen. ausländ. Arbeiter,1933,Moskau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,Done,Done,http://d-nb.info/57672730X,Das lügnerische Kind,,false,Martin,Ulbrich,,Martin Ulbrich,Überreich,1925,Hamburg,Überreich,1925,Hamburg,http://d-nb.info/gnd/107613263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,Done,Done,http://d-nb.info/572948794,Das Tier,,false,Erich,Ebermayer,,Erich Ebermayer,Spaeth,1928,Berlin,Spaeth,1928,Berlin,http://d-nb.info/gnd/118528599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,Done,Done,http://d-nb.info/573716137,Die sittliche Idee des Klassenkampfes,,false,Eduard,Heimann,,Eduard Heimann,Dietz,1926,Berlin,Dietz,1926,Berlin,http://d-nb.info/gnd/118547925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,Done,Done,http://d-nb.info/572777515,Film und Leben,,false,Arnolt,Bronnen,,Arnolt Bronnen,Rowohlt,1928,Berlin,Rowohlt,1928,Berlin,http://d-nb.info/gnd/118515691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,Done,Done,http://d-nb.info/572503059,Fahrt,,true,Peter,Bratschi,,Peter Bratschi,Oprecht & Helbling,1935,Zürich,Oprecht u. Helbling,1935,Zürich,http://d-nb.info/gnd/10494448x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,Done,Done,http://d-nb.info/574725571,Ein Mann von gestern,,false,Fritz,Foregger,,Fritz Foregger,Hyperion-Verlag,1924,München,Hyperion-Verlag,1924,München,http://d-nb.info/gnd/124295096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,Done,Done,http://d-nb.info/362344809 ,Das Lied vom Levi,,false,Eduard,Schwechten,,Eduard Schwechten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,Done,Done,http://d-nb.info/574544186 ,Was ist die rote Armee und wessen Interessen verteidigt sie?,,true,M. M.,Landa,,M. M. Landa,Verlagsgen. ausländ. Arbeiter,1934,Moskau,Verlagsgen. ausländ. Arbeiter,1934,Moskau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,Done,Done,http://d-nb.info/575570148,Die europäische Krise im Herbst 1938,,true,Albert,Mueller,,Albert Mueller,Neue Zürcher Zeitung,1939,Zürich,Neue Zürcher Zeitung,1939,Zürich,http://d-nb.info/gnd/101193815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,Done,Done,http://d-nb.info/574813780 ,Die Grundbegriffe der Individualpsychologie u. ihre Anwendung in der Erziehung,,false,Fritz u. Ruth,Kuenkel,,Fritz u. Ruth Kuenkel,Hoffmann,1927,Berlin,Hoffmann,1927,Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,Done,Done,http://d-nb.info/57266964X,Das ist Faschismus,,false,,,,,Wiener Volksbuchh.,1932,Wien,Wiener Volksbuchh.,1932,Wien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,Done,Done,http://d-nb.info/572518528,Der Jungmann im Arbeitsdienst,,false,Ernst,Breit,,Ernst Breit,Bercker,1935,Kevelaer,Bercker,1935,Kevelaer,http://d-nb.info/gnd/116470410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,Done,Done,http://d-nb.info/576121258,Die Schwelle,,false,Rudolf,Schwarzkopf,,Rudolf Schwarzkopf,Freiheit,1921,Berlin,Freiheit,1921,Berlin,http://d-nb.info/gnd/117388343,,http://d-nb.info/gnd/12676221X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,Done,2,,Sämtliche Schriften,1,true,Alfred,Dang,,Alfred Dang,,,,,,,http://d-nb.info/gnd/118572652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,Done,Done,http://d-nb.info/573420769,Bub oder Mädel nach Wunsch,,false,Reinhold,Gerling,,Reinhold Gerling,Rita-Verlag,1926,Spremberg (Lausitz),Rita-Verlag,1926,Spremberg (Lausitz),http://d-nb.info/gnd/139013156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,Done,Done,http://d-nb.info/362818266,Geschlechtspsychologie und Krieg,,false,Helene,Stoecker,,Helene Stoecker,Osterheld,1915,Berlin,Osterheld,1915,Berlin,http://d-nb.info/gnd/118755455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,Done,Done,http://d-nb.info/575118822 ,Vergiftung der Erbmasse ... oder nicht...?,,false,Wilhelm,Michael,,Wilhelm Michael,Hartmann,1935,Dresden,Hartmann,1935,Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,Done,Done,http://d-nb.info/574338462 ,Auf die Barrikaden?,,false,Fritz,Klein,,Fritz Klein,Hanseat. Verlag Anst.,1931,Hamburg,Hanseat. Verlag-Anst.,1931,Hamburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,Done,Done,http://d-nb.info/575255757 ,"Bolschewismus, Faschismus und Demokratie",,false,Francesco,Nitti,,Francesco Nitti,Hanfstaengl,1926,München,Hanfstaengl,1926,München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,Done,Done,http://d-nb.info/99920968X ,Das Sozialisierungsproblem der Sozialdemokratie,,false,Hermann,Schoeler,,Hermann Schoeler,Elsner,1919,Berlin,Elsner,1919,Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,Done,Done,http://d-nb.info/572753594 ,Das wirtschaftliche Gesicht der Sowjet-Union,,false,Nikolaus,Basseches,,Nikolaus Basseches,Gerold,1925,Wien,Gerold,1925,Wien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,Done,2,,Sämtliche Schriften,1,false,Heinrich,Wandt,,Heinrich Wandt,,,,,,,http://d-nb.info/gnd/129031275 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,Done,Done,http://d-nb.info/362317909 ,"Landagitation, Zur ~",,false,,,,,Vorwärts,1891,Berlin,Vorwärts,1891,Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,Done,Done,http://d-nb.info/361797621,Die geheimen Sitten des 18. Jahrhunderts,,false,Octave,Uzanne,,Octave Uzanne,Gerthau-Verlag,1928,Dresden,Gerthau-Verlag,1928,Dresden,http://d-nb.info/gnd/13088555X,,http://d-nb.info/gnd/127812288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,Done,Done,http://d-nb.info/573551774,Der neue Weg zur Krankenheilung,,false,Hans,Griese,,Hans Griese,Wüst,1937,Berlin,Wüst,1937,Berlin,http://d-nb.info/gnd/105740675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,Done,Done,http://d-nb.info/361601441,Dogma und Zwangsidee,,false,Theodor,Reik,,Theodor Reik,Internat. psychoanalyt. Verlag,1927,Wien,Internat. psychoanalyt. Verlag,1927,Wien,http://d-nb.info/gnd/118599216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,Done,Done,http://d-nb.info/361109962 ,Die Wurzeln der tschechoslowakischen Aussenpolitik,,false,Kamil,Krofta,,Kamil Krofta,Orbis-Verlag,1937,Prag,Orbis-Verlag,1937,Prag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,Done,Done,http://d-nb.info/57580856X ,Resolutionen des 18. Parteitags der KPdSU <B> 10.-21. März 1939,,true,,,,,Verlag f. fremdsprachige Literatur,1939,Moskau,Verlag f. fremdsprach. Literatur,1939,Moskau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,Done,2,,Sämtliche Schriften,1,true,Kurt,Singer,,Kurt Singer,,,,,,,http://d-nb.info/gnd/117402362 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,Done,2,,Sämtliche Werke,1,false,Max,Herrmann-Neisse,,Max Herrmann-Neisse,,,,,,,http://d-nb.info/gnd/118703870 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,Done,Done,http://d-nb.info/574636536,Neue Punkte auf der Landkarte,,true,A.,Litwak,,A. Litwak,Verlagsgen. ausländ. Arbeiter,1932,Moskau,Verlagsgen. ausländ. Arbeiter,1932,Moskau,http://d-nb.info/gnd/126484015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,Done,Done,http://d-nb.info/992545684,"Kaempfer, Dem ~ für Frieden und Freiheit — Ernst Thälmann",,true,,,,,Verlagsgen. ausländ. Arbeiter,1936,Moskau,Verlagsgen. ausländ. Arbeiter,1936,Moskau,http://d-nb.info/gnd/118514776,http://d-nb.info/gnd/118507931,http://d-nb.info/gnd/118541358,http://d-nb.info/gnd/118630245,http://d-nb.info/gnd/118589784,http://d-nb.info/gnd/11856157X,http://d-nb.info/gnd/118637452,http://d-nb.info/gnd/11885545X,http://d-nb.info/gnd/118594273,http://d-nb.info/gnd/118577131,,http://d-nb.info/gnd/126517568,http://d-nb.info/gnd/126685142,http://d-nb.info/gnd/11872729X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,Done,Done,http://d-nb.info/363899731,Die politische Theorie Ferdinand Lassalles,,false,Salo,Baron,,Salo Baron,Hirschfeld,1923,Leipzig,Hirschfeld,1923,Leipzig,http://d-nb.info/gnd/134163125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
