row,titleChunks,authorChunks,titleGND,title,completeWorks,ssFlag,authorFirstname,authorLastname,authorPseudonym,authorFullname,firstEditionPublisher,firstEditionPublicationYear,firstEditionPublicationPlace,secondEditionPublisher,secondEditionPublicationYear,secondEditionPublicationPlace,authorGND,authorGND2,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56
2345,Done,Done,http://d-nb.info/576190934,Bänkelbuch,,false,Erich,Singer,,Erich Singer,Tal,1929,Wien,Tal,1929,Wien,http://d-nb.info/gnd/105569852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2346,Done,Done,http://d-nb.info/576156272,Das Recht auf Erholung,,true,Nikolaj A.,Semaschko,,Nikolaj A. Semaschko,Verlagsgen. ausländ. Arbeiter,1936,Moskau,Verlagsgen. ausländ. Arbeiter,1936,Moskau,http://d-nb.info/gnd/118764454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2347,Done,Done,http://d-nb.info/575845627 ,Der SA.-Mann im Gelände,,false,Robert,Rigel,,Robert Rigel,Huber,1934,München,Huber,1934,München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2348,Done,Done,http://d-nb.info/573702012,Rassenkunde und Rassenwahn,,false,Adolf,Hedler,,Adolf Hedler,Dietz,1932,Berlin,Dietz,1932,Berlin,http://d-nb.info/gnd/12638181X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2349,Done,Done,http://d-nb.info/361144520,Das hungernde Russland,,false,,"Lehmann, C., und Parvus",,,Dietz,1900,Stuttgart,Dietz,1900,Stuttgart,http://d-nb.info/gnd/100367003,http://d-nb.info/gnd/118710249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2350,Done,Done,http://d-nb.info/579340589 ,Das Frauen-Evangelium,,false,Götz,Eisenhart,,Götz Eisenhart,Verlag d. Schönheit,1924,Dresden,Verlag d. Schönheit,1924,Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2351,Done,Done,http://d-nb.info/368288498 ,Bolschewismus als Weitgefahr,,false,Eduard,Stadtler,,Eduard Stadtler,Neuer Zeitverlag,1936,Düsseldorf,Neuer Zeitverlag,1936,Düsseldorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2352,Done,Done,http://d-nb.info/362369275,Taten und Menschen,,false,Leo S.,Sosnowski,,Leo S. Sosnowski,Verlag f. Lit. u. Politik,1924,Wien,Verlag f. Lit. u. Politik,1924,Wien,http://d-nb.info/gnd/127943544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353,Done,Done,http://d-nb.info/573297312,Fräulein Dax,,false,Claude,Farrère,,Claude Farrère,Georg Müller,1928,München,Georg Müller,1928,München,http://d-nb.info/gnd/118875558,,http://d-nb.info/gnd/127915028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2354,Done,Done,http://d-nb.info/573359989 ,Peitsch-Orgien,,false,Ritterio,Flapp,,Ritterio Flapp,Flagella-Verlag,1932,Wien,Flagella-Verlag,1932,Wien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2355,Done,Done,http://d-nb.info/575090413,Zwischen Hünengrab und Pfahlbau,,false,Friedrich,Merkenschlager,,Friedrich Merkenschlager,Hoffmann,1934,Berlin,Hoffmann,1934,Berlin,http://d-nb.info/gnd/116903554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2356,Done,Done,http://d-nb.info/578244004,"Menschen, die nach Liebe hungern",,false,h.,Weber u. C. Wel,,h. Weber u. C. Wel,Witte,1930,Hannover,Witte,1930,Hannover,http://d-nb.info/gnd/101281048,http://d-nb.info/gnd/101281021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2357,Done,Done,http://d-nb.info/57672713X,Das tuberkulöse Kind,,false,Hanna,Ulbrich,,Hanna Ulbrich,Überreich,1926,Hamburg,Überreich,1926,Hamburg,http://d-nb.info/gnd/126950350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2358,Done,Done,http://d-nb.info/57474116X ,Kurze Wechselgespräche für Elternabende,,false,Florentine,Gebhardt,,Florentine Gebhardt,Neuer Berliner Buchvertrieb,1935,Berlin,Neuer Berliner Buchvertrieb,1935,Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2359,Done,Done,http://d-nb.info/369380053,Deutsches Brevier,,true,Edgar,Alexander,,Edgar Alexander,Europa,1938,Zürich,Europa,1938,Zürich,,http://d-nb.info/gnd/104557222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2360,Done,Done,http://d-nb.info/363581146,Ritualmord?,,false,Josef,Carlebach,,Josef Carlebach,Israelit. Familienblatt,1934,Hamburg,Israelit. Familienblatt,1934,Hamburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2361,Done,Done,http://d-nb.info/576134090,Die Blume Anna,,false,Kurt,Schwitters,,Kurt Schwitters,Der Sturm,1923,Berlin,Der Sturm,1923,Berlin,http://d-nb.info/gnd/118612301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2362,Done,Done,http://d-nb.info/572419643,Dimitroff,,true,Stella,Blagojewa,,Stella Blagojewa,Verlagsgen. ausländ. Arbeiter,1934,Moskau,Verlagsgen. ausländ. Arbeiter,1934,Moskau,http://d-nb.info/gnd/12620697X,,http://d-nb.info/gnd/118525735,http://d-nb.info/gnd/122898397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2363,Done,Done,http://d-nb.info/573685789,Die neue Sittlichkeit,,false,Franz Ehregott,Hauptvogel,,Franz Ehregott Hauptvogel,Hartung,1922,Leipzig,Hartung,1922,Leipzig,http://d-nb.info/gnd/126375186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2364,Done,Done,http://d-nb.info/573695296 ,Ins Chaos?,,false,Julius,Haydu,,Julius Haydu,Amalthea-Verlag,1931,Wien,Amalthea-Verlag,1931,Wien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2365,4,Done,,Là-bas dans les geôles,,true,Peter,Martin,,Peter Martin,Tallandier,1937,Paris,Tallandier,1937,Paris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2366,Done,Done,http://d-nb.info/572008066,Die Erfahrung der KPdSU bei der Regulierung des Wachstums,,false,G.,Antonow,,G. Antonow,Verlagsgen. ausländ. Arbeiter,1933,Moskau,Verlagsgen. ausländ. Arbeiter,1933,Moskau,http://d-nb.info/gnd/126094705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2367,Done,Done,http://d-nb.info/578925052,"Antisemitismus, Rassenfrage, Menschlichkeit",,false,Wilhelm,Boerner,,Wilhelm Boerner,Verlag Ethische Gemeinde,1936,Wien,Verlag Ethische Gemeinde,1936,Wien,http://d-nb.info/gnd/11622505X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2368,Done,Done,http://d-nb.info/575805765 ,Revolution gegen Hitler,,false,,,,,Graphia,1933,Prag,Graphia,1933,Prag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2369,Done,Done,http://d-nb.info/572703546,Die politische Tat der Frau,,false,Regine,Deutsch,,Regine Deutsch,Perthes,1920,Gotha,Perthes,1920,Gotha,http://d-nb.info/gnd/117633224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2370,Done,4,,Sämtliche Schriften,1,false,Anna,Freud,,Anna Freud,,,,,,,http://d-nb.info/gnd/118535307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2371,Done,Done,http://d-nb.info/575979062,Juden in der deutschen Politik,,false,Rudolf,Schay,,Rudolf Schay,Welt-Verlag,1929,Berlin,Welt-Verlag,1929,Berlin,http://d-nb.info/gnd/126777713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2372,Done,Done,http://d-nb.info/560171854 ,Sittenspiegel der Nacktheit,,false,,,,,Parthenon-Verlag,1930,Leipzig,Parthenon-Verlag,1930,Leipzig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2373,Done,4,,Sämtliche Schriften,1,true,Hermann,Hiltbrunner,,Hermann Hiltbrunner,,,,,,,http://d-nb.info/gnd/118705016 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2374,Done,4,,Sämtliche Schriften,1,false,Friedrich,Weiss,,Friedrich Weiss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2375,Done,Done,http://d-nb.info/576249491,Der Seelenräuber,,false,René,Jouglet,,René Jouglet,Drei Masken-Verlag,1927,München,Drei Masken-Verlag,1927,München,http://d-nb.info/gnd/105898414,,http://d-nb.info/gnd/126126747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376,Done,Done,http://d-nb.info/575195878,Geschichtliche Besinnung in der Gegenwart,,true,Werner,Naef,,Werner Naef,Sauerländer,1940,Aarau,Sauerländer,1940,Aarau,http://d-nb.info/gnd/11924974X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2377,Done,Done,http://d-nb.info/580774600,Europäische Reformation,,false,Hans,Muehlestein,,Hans Muehlestein,Der Neue Geist,1918,Leipzig,Der Neue Geist,1918,Leipzig,http://d-nb.info/gnd/118737325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2378,Done,Done,http://d-nb.info/57553219X ,Religion im Leben der Menschen,,true,,,,,Neumann,um 1938,Prag-Karlin,Neumann,um 1938,Prag-Karlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2379,Done,Done,http://d-nb.info/576194352,Sittengeschichte des Hafens und der Reise,,false,,,,,Verlag f. Kulturforschung,1928,Wien,Verlag f. Kulturforschung,1928,Wien,,http://d-nb.info/gnd/136382320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2380,Done,Done,http://d-nb.info/574858725,Es geht ein Wind durch die Mühlen,,false,Camille,Lemonnier,,Camille Lemonnier,Der Bücherkreis,1928,Berlin,Der Bücherkreis,1928,Berlin,http://d-nb.info/gnd/101139144,,http://d-nb.info/gnd/141834404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381,Done,4,,Sämtliche Schriften,1,false,Hugo,Sonnenschein,,Hugo Sonnenschein,,,,,,,http://d-nb.info/gnd/119460416 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2382,Done,Done,http://d-nb.info/574892079,Schächtfrage und Tierschutz,,false,Siegfried,Lichtenstaedter,,Siegfried Lichtenstaedter,Engel,1929,Leipzig,Engel,1929,Leipzig,http://d-nb.info/gnd/116985798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2383,Done,Done,http://d-nb.info/99286223X,Der Fall Jacob,,true,H.,Cawil,,H. Cawil,Genossenschaftsdruck,1935,Zürich,Genossenschaftsdruck,1935,Zürich,http://d-nb.info/gnd/126273685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2384,Done,Done,http://d-nb.info/36270208X,Gegen Blutvergiessen und Todesstrafe,,false,Richard,Schwartz,,Richard Schwartz,Nene Erde,1920,Wien,Nene Erde,1920,Wien,http://d-nb.info/gnd/109627245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2385,Done,Done,http://d-nb.info/578989417 ,Kleine zionistische Bücherei,,false,,,,,Zionistische Propagandastelle Goldelmann,,Prag,Zionistische Propagandastelle Goldelmann,,Prag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2386,Done,Done,http://d-nb.info/361788436,Die russische Revolution,,false,Alexander,Ular,,Alexander Ular,S. Fischer,1905,Berlin,S. Fischer,1905,Berlin,http://d-nb.info/gnd/108397610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2387,Done,Done,http://d-nb.info/580410218,Der Vagabund der Liebe,,false,Viktor von,Koczian,,Viktor von Koczian,Vogel & Vogel,1921,Leipzig,Vogel & Vogel,1921,Leipzig,http://d-nb.info/gnd/104674601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2388,4,Done,,Europe into the abyss,,true,Alexander,Forbath,,Alexander Forbath,Pallas Publishing Co.,1938,London,Pallas Publishing Co.,1938,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2389,Done,Done,http://d-nb.info/573730318,Kameraden der Arbeit,,false,Friedrich Wilhelm,Heinz,,Friedrich Wilhelm Heinz,Frundsberg-Verlag,1933,Berlin,Frundsberg-Verlag,1933,Berlin,http://d-nb.info/gnd/122051149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2390,Done,Done,http://d-nb.info/361887191,Arbeitersport,,false,Fritz,Wildung,,Fritz Wildung,Der Bücherkreis,1929,Berlin,Der Bücherkreis,1929,Berlin,http://d-nb.info/gnd/140257500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2391,Done,Done,http://d-nb.info/362993084 ,Das deutsche Erwachen zur Wirklichkeit,,false,Paul,Wagler,,Paul Wagler,Reinhard,1919,München,Reinhard,1919,München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2392,Done,Done,http://d-nb.info/576160121 ,Bauer oder Proletarier? Scholle oder ... Blut?,,true,Paul,Senn,,Paul Senn,Eigenland-Verlag [aufgest.:] P. Senn,1940,St. Gallen,Eigenland-Verlag [aufgest.:] P. Senn,1940,St. Gallen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2393,Done,Done,http://d-nb.info/580055558,Pädagogisches und politisches Ideal,,false,Bertha,Gysin,,Bertha Gysin,Der Neue Geist-Verlag,1921,Leipzig,Der Neue Geist-Verlag,1921,Leipzig,http://d-nb.info/gnd/117491462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2394,Done,Done,http://d-nb.info/972440062,Vrouwengevangenis,,true,Eva,Raedt-de Canter,,Eva Raedt-de Canter,Bruna & Zoon,1935,Utrecht,Bruna & Zoon,1935,Utrecht,http://d-nb.info/gnd/124384080,,http://d-nb.info/gnd/119169843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2395,Done,Done,http://d-nb.info/365316709,Unser Lebensproblem,,false,Ludwig,Carriére,,Ludwig Carriére,Hoffmann,1935,Berlin,Hoffmann,1935,Berlin,http://d-nb.info/gnd/101283881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2396,Done,Done,http://d-nb.info/57401392X,"Hitler, Adolf ~",,false,,,,,Wiener Volksbuchh.,1932,Wien,Wiener Volksbuchh.,1932,Wien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2397,Done,4,,Sämtliche Schriften,1,false,Alfred,Falk,,Alfred Falk,,,,,,,http://d-nb.info/gnd/1030017522 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2398,Done,Done,http://d-nb.info/993299571 ,Unter der Peitsche,,false,,"Seidler, Stella, P. Margolis u. E. Ritter",,,Verlagsgen. ausländ. Arbeiter,1934,Moskau,Verlagsgen. ausländ. Arbeiter,1934,Moskau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2399,Done,Done,http://d-nb.info/576281298,Die Revolution der modernen Jugend,,false,Benjamin Barr,Lindsey,,Benjamin Barr Lindsey,Dt. Verlagsanst.,1927,Stuttgart,Dt. Verlagsanst.,1927,Stuttgart,http://d-nb.info/gnd/117031003,http://d-nb.info/gnd/10218450X,,http://d-nb.info/gnd/116490225,http://d-nb.info/gnd/101548001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2400,Done,Done,http://d-nb.info/576727377 ,Unseres Volkes grösste Not und seine Rettung,,false,Martin,Ulbrich,,Martin Ulbrich,Überreich,1927,Hamburg,Überreich,1927,Hamburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2401,Done,Done,http://d-nb.info/573290725,Brüderlichkeit,,false,Walter,Bloem,,Walter Bloem,Fikentscher,1927,Leipzig,Fikentscher,1927,Leipzig,http://d-nb.info/gnd/118909177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2402,Done,Done,http://d-nb.info/572229305,Aus der Unterwelt,,true,Mark,Benney,,Mark Benney,A. Müller,1941,Zürich,A. Müller,1941,Zürich,http://d-nb.info/gnd/126035369,,http://d-nb.info/gnd/126017948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2403,Done,Done,http://d-nb.info/575696427,Jungferngift,,false,Eugen,Putti,,Eugen Putti,Kutschera,1924,Wien,Kutschera,1924,Wien,http://d-nb.info/gnd/126878684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2404,Done,Done,http://d-nb.info/573916705 ,"Schinderhannes, der tollkühne Räuber u. Abenteurer",,false,Ernst A.,Czerwonka,,Ernst A. Czerwonka,Marien-Verlag,1927,Leipzig,Marien-Verlag,1927,Leipzig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2405,Done,Done,http://d-nb.info/574158138,Charakterologische Tatsachen und deren Merkmale,,false,Ernest,Issberner-Haldane,,Ernest Issberner-Haldane,Renatus-Verlag,1929,Lorch,Renatus-Verlag,1929,Lorch,http://d-nb.info/gnd/12071664X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2406,Done,Done,http://d-nb.info/575683074,Techniker und Ingenieure in der UdSSR,,true,W. W.,Prokofjew,,W. W. Prokofjew,Verlagsgen. ausländ. Arbeiter,1933,Moskau,Verlagsgen. ausländ. Arbeiter,1933,Moskau,http://d-nb.info/gnd/126865639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2407,Done,Done,http://d-nb.info/575853395,Die grosse Zeit,,false,Peter,Riss,,Peter Riss,Fackelreiter-Verlag,1931,Hamburg,Fackelreiter-Verlag,1931,Hamburg,http://d-nb.info/gnd/130232521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2408,Done,Done,http://d-nb.info/574699090,Die Überfahrt,,true,Mark,Egart,,Mark Egart,Verlagsgen. ausländ. Arbeiter,1932,Moskau,Verlagsgen. ausländ. Arbeiter,1932,Moskau,http://d-nb.info/gnd/126622213,,http://d-nb.info/gnd/126731020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2409,Done,Done,http://d-nb.info/365313238 ,"Chosrastschot-Brigade, Die erste ~",,true,,,,,Verlagsgen. ausländ. Arbeiter,1932,Moskau,Verlagsgen. ausländ. Arbeiter,1932,Moskau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2410,Done,Done,http://d-nb.info/575537329,Die Sprache des Kopfes,,false,Friedrich,Marby,,Friedrich Marby,Marby-Verlag,1924,Stuttgart,Marby-Verlag,1924,Stuttgart,http://d-nb.info/gnd/108418618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2411,Done,4,,Sämtliche Schriften,1,true,Franz,Boegler,,Franz Boegler,,,,,,,http://d-nb.info/gnd/13341292X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2412,Done,4,,Sämtliche Schriften,1,false,Michail N.,Pokrowski,,Michail N. Pokrowski,,,,,,,http://d-nb.info/gnd/118792687 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2413,Done,Done,http://d-nb.info/578327082,Unser Wirken,,false,Max,Westphal,,Max Westphal,Arbeiterjugend-Verlag,1922,Berlin,Arbeiterjugend-Verlag,1922,Berlin,http://d-nb.info/gnd/117321222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2414,Done,Done,http://d-nb.info/574728805 ,"Frau, Die ~ im heutigen Russland. Novellen",,false,,,,,Fikentscher,1928,Leipzig,Fikentscher,1928,Leipzig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2415,Done,Done,http://d-nb.info/363043810,Staat und Volk,,false,C. Hermann Paul,Wels,,C. Hermann Paul Wels,Ehlermann,1931,Dresden,Ehlermann,1931,Dresden,http://d-nb.info/gnd/127978577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2416,Done,Done,http://d-nb.info/992769663,"Recht, Das ~ auf Bildung",,true,,,,,Ed. Prométhée,1937,Strassburg,Ed. Prométhée,1937,Strassburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2417,Done,Done,http://d-nb.info/574159460 ,So geht es nicht. Die Sowjets von heute,,false,Panait,Istrati,,Panait Istrati,Piper,1930,München,Piper,1930,München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2418,4,Done,,Bohème,,false,Paul,Margueritte,,Paul Margueritte,Wiener Verlag,1905,Wien,Wiener Verlag,1905,Wien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2419,Done,Done,http://d-nb.info/573463913,Vier Jahre an der Ostfront,,true,Fred,Gildhorn,,Fred Gildhorn,Oprecht & Helbling,1935,Zürich,Oprecht u. Helbling,1935,Zürich,http://d-nb.info/gnd/126410852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2420,Done,Done,http://d-nb.info/992727642,Der Schlemihl,,true,Hans,Natonek,,Hans Natonek,A. de Lange,1936,Amsterdam,A. de Lange,1936,Amsterdam,http://d-nb.info/gnd/11883276X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2421,4,Done,,Ungeschminkt,,false,Alexander Otto,Weber,,Alexander Otto Weber,Hesse,1926,Berlin,Hesse,1926,Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2422,Done,Done,http://d-nb.info/576052914 ,"Christlicher Erlösungsglaube, eine »Religion der Ehrlosen«?",,true,"Hermann, Dr.",Schmidt,,"Hermann, Dr. Schmidt",Parzeller,1939,Fulda,Parzeller,1939,Fulda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2423,Done,Done,http://d-nb.info/579625338,Proletarische Jugend,,false,Günther,Dehn,,Günther Dehn,Furche-Verlag,1933,Berlin,Furche-Verlag,1933,Berlin,http://d-nb.info/gnd/118679244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2424,4,Done,,Griff über die Grenze,,true,Herbert,Buchlohe,,Herbert Buchlohe,Ed. du Carrefour,,Paris,Ed. du Carrefour,,Paris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2425,Done,Done,http://d-nb.info/361544081,Die sexuelle Aufklärung des Mannes,,false,Nikolaus,Mueller,,Nikolaus Mueller,Selbstverlag,1931,München,Selbstverlag,1931,München,http://d-nb.info/gnd/100217001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2426,Done,Done,http://d-nb.info/573405972,Familie Hillert,,false,Richard,Gellner,,Richard Gellner,Hillmann,1933,Leipzig,Hillmann,1933,Leipzig,http://d-nb.info/gnd/126391416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2427,Done,4,,Sämtliche Schriften,1,false,Martin Christian,Sander,,Martin Christian Sander,,,,,,,http://d-nb.info/gnd/1037053192 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2428,Done,Done,http://d-nb.info/992103266,Spanien,,true,Josephe Ch.,Bonnier,,Josephe Ch. Bonnier,Ed. Prométhée,1937,Strassburg,Ed. Prométhée,1937,Strassburg,http://d-nb.info/gnd/12622062X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2429,Done,Done,http://d-nb.info/362186766 ,In der Fremdenlegion,,false,Erwin,Rosen,,Erwin Rosen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2430,Done,Done,http://d-nb.info/573372489 ,"Wegbereiter des Kraftwagens = Wille, Tat u. Vorbild",,false,Franz,Franziss,,Franz Franziss,J. Klinkhardt,1940,Leipzig,J. Klinkhardt,1940,Leipzig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2431,Done,Done,http://d-nb.info/573090653,Die rote Strella,,false,Wladimir,Ferkes,,Wladimir Ferkes,,1923,Oppeln,,1923,Oppeln,http://d-nb.info/gnd/107706237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2432,Done,4,,Sämtliche Schriften,1,false,Else,Jerusalem,,Else Jerusalem,,,,,,,http://d-nb.info/gnd/119145146 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2433,Done,Done,http://d-nb.info/574329331,Die Frau in der Volksgemeinschaft,,false,Dorothea,Klaje-Wenzel,,Dorothea Klaje-Wenzel,Klein,1934,Leipzig,Klein,1934,Leipzig,http://d-nb.info/gnd/126485836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2434,Done,Done,http://d-nb.info/57603097X,Der Bumerang,,false,Ernst,Schlenker,,Ernst Schlenker,Christopherus-Verlag,1935,Neumünster,Christophorus-Verlag,1935,Neumünster,http://d-nb.info/gnd/125442785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
